text_id,paper_discipline,level_cat,student_gender,speaker_status,paper_type,the,of,and,to,in,a,is,that,for,this,be,as,are,with,it,on,not,by,was,from,an,have,their,or,which,i,they,his,can,will,we,were,at,these,more,but,he,would,has,one,also,all,there,her,between,when,if,may,only,about
MEC.G0.10.1,Mechanical Engineering,G0,F,NNS,ResearchPaper,112268.52,35300.93,25462.96,24305.56,13310.19,16203.7,17939.81,11574.07,19097.22,6944.44,7523.15,5787.04,6944.44,4629.63,3472.22,2314.81,2893.52,2314.81,8680.56,6365.74,3472.22,3472.22,0,2893.52,2314.81,5208.33,1157.41,0,4050.93,2314.81,2314.81,4050.93,578.7,3472.22,2314.81,578.7,0,1157.41,4050.93,4629.63,0,578.7,2893.52,0,2893.52,1157.41,578.7,2314.81,1157.41,0
MEC.G0.11.1,Mechanical Engineering,G0,F,NS,Report,113578.68,39974.62,39974.62,21573.6,18401.02,10152.28,9517.77,6345.18,12690.36,3807.11,7614.21,1269.04,4441.62,7614.21,2538.07,4441.62,6979.7,5710.66,11421.32,5710.66,3172.59,5710.66,0,634.52,4441.62,1269.04,634.52,0,1269.04,634.52,15228.43,7614.21,3172.59,3172.59,1903.55,634.52,0,634.52,1269.04,0,1903.55,2538.07,0,0,0,0,634.52,0,1903.55,0
MEC.G0.11.2,Mechanical Engineering,G0,F,NS,ResearchPaper,88289.11,36596.52,37053.98,36139.07,16925.89,19670.63,14181.15,15553.52,14181.15,9149.13,10064.04,4574.57,5032.02,9606.59,3202.2,4574.57,3659.65,457.46,9149.13,5032.02,1829.83,7319.3,3202.2,8234.22,1829.83,457.46,457.46,0,2744.74,5489.48,16010.98,4574.57,8691.67,1372.37,1372.37,1829.83,0,2287.28,457.46,0,4117.11,2287.28,1372.37,0,457.46,1372.37,1829.83,0,457.46,914.91
MEC.G0.12.1,Mechanical Engineering,G0,F,NS,Report,93112.24,40816.33,30612.24,17857.14,20408.16,5102.04,26785.71,2551.02,15306.12,11479.59,12755.1,8928.57,7653.06,10204.08,7653.06,5102.04,2551.02,5102.04,2551.02,2551.02,2551.02,0,1275.51,5102.04,6377.55,0,0,0,6377.55,1275.51,0,0,5102.04,1275.51,0,0,0,0,2551.02,5102.04,2551.02,2551.02,0,0,1275.51,1275.51,1275.51,0,6377.55,0
MEC.G1.01.1,Mechanical Engineering,G1,M,NS,ResearchPaper,87189.62,37810.38,25112.87,28781.04,13544.02,31602.71,25677.2,16647.86,5925.51,13544.02,14954.85,6207.67,5079.01,5361.17,9311.51,5643.34,1410.84,8182.84,11568.85,9875.85,7900.68,1975.17,1410.84,2539.5,2257.34,0,1128.67,0,5361.17,2821.67,0,4796.84,1128.67,2257.34,1128.67,2257.34,282.17,2821.67,3950.34,564.33,2539.5,1128.67,2257.34,0,1128.67,1410.84,1975.17,0,1128.67,0
MEC.G1.02.1,Mechanical Engineering,G1,M,NNS,Proposal,110526.32,38421.05,18421.05,31578.95,17894.74,11578.95,14736.84,5263.16,5789.47,8947.37,17368.42,5789.47,4736.84,7894.74,3157.89,1578.95,5263.16,7368.42,8947.37,4210.53,1578.95,2105.26,0,2105.26,3157.89,0,2105.26,0,5789.47,3157.89,15263.16,3157.89,2631.58,1578.95,3684.21,3684.21,0,6315.79,526.32,1578.95,4210.53,3684.21,526.32,0,3157.89,526.32,1052.63,0,1052.63,0
MEC.G1.03.1,Mechanical Engineering,G1,F,NS,Report,61364.94,31351.56,33263.24,31542.73,15675.78,34027.91,10131.91,9367.23,11470.08,6882.05,7073.22,5735.04,7073.22,8411.39,2102.85,5352.71,2485.18,4588.03,2102.85,6117.38,8029.06,2294.02,1911.68,7073.22,3823.36,0,3058.69,382.34,4779.2,2294.02,0,955.84,1911.68,2294.02,2294.02,1529.34,191.17,2294.02,1147.01,1720.51,2676.35,2102.85,764.67,191.17,1338.18,1529.34,1911.68,191.17,1720.51,764.67
MEC.G1.04.1,Mechanical Engineering,G1,M,NNS,Proposal,88230.34,28792.73,34180.84,29634.62,17679.74,23572.99,11281.36,5388.11,13638.66,8082.17,11618.12,4377.84,8082.17,7408.65,2862.43,9765.95,1852.16,6061.63,841.89,3199.19,3030.81,2694.06,3030.81,3030.81,3199.19,3199.19,841.89,1010.27,3367.57,10271.09,8924.06,1683.79,3535.95,3199.19,1347.03,168.38,336.76,4882.98,673.51,673.51,3199.19,1683.79,1347.03,673.51,1010.27,673.51,168.38,1347.03,168.38,673.51
MEC.G1.05.1,Mechanical Engineering,G1,F,NNS,ResearchPaper,88254.38,34393.25,29850.75,18818.95,20116.81,17521.09,5840.36,7787.15,4542.5,5840.36,5840.36,5840.36,1946.79,9085.01,3893.58,1946.79,1297.86,5840.36,4542.5,10382.87,4542.5,1946.79,648.93,1946.79,648.93,0,648.93,0,1297.86,0,0,5191.43,9733.94,3893.58,1946.79,0,0,2595.72,0,0,4542.5,0,648.93,0,1946.79,0,3244.65,5840.36,648.93,2595.72
MEC.G1.05.2,Mechanical Engineering,G1,F,NNS,Report,68406.48,26097.27,21747.73,23724.79,18979.83,22143.14,7908.26,11071.57,5931.2,7908.26,10676.16,4349.55,2372.48,10676.16,7117.44,5140.37,2372.48,11466.98,16211.94,9885.33,3558.72,1977.07,0,1977.07,3954.13,395.41,0,0,1977.07,790.83,0,5931.2,5140.37,1977.07,2767.89,1186.24,0,1977.07,395.41,1581.65,3954.13,0,395.41,0,790.83,0,0,4349.55,395.41,395.41
MEC.G1.06.1,Mechanical Engineering,G1,M,NS,ResearchPaper,89463.22,37110.67,24519.55,25844.93,15904.57,17229.95,13253.81,3313.45,11265.74,4638.83,13253.81,4638.83,5964.21,11928.43,2650.76,7289.6,9277.67,9940.36,16567.26,3976.14,1988.07,1325.38,1325.38,1325.38,5301.52,1325.38,1988.07,0,1325.38,0,13253.81,7289.6,5301.52,3976.14,0,2650.76,0,0,1325.38,662.69,1325.38,0,662.69,0,0,662.69,3976.14,0,0,662.69
MEC.G1.07.1,Mechanical Engineering,G1,M,NS,ResearchPaper,96667.28,29092.25,26882.71,28539.86,11600.07,15650.89,15098.51,9206.41,13441.36,9574.66,8838.15,8101.64,3682.56,3314.31,3498.43,6812.74,2577.79,6996.87,6444.49,5339.72,3130.18,1841.28,2025.41,2393.67,3130.18,920.64,2025.41,0,2393.67,2393.67,32774.81,1657.15,2577.79,3130.18,1473.03,1104.77,0,2577.79,184.13,920.64,4419.08,2209.54,1473.03,0,368.26,552.38,552.38,2577.79,1473.03,920.64
MEC.G1.08.1,Mechanical Engineering,G1,F,NS,Report,80561.49,37534.33,23191.94,25633.2,26243.52,29295.09,22581.63,7323.77,8544.4,3661.89,7628.93,6408.3,3661.89,9154.71,3661.89,7628.93,3356.73,3356.73,1830.94,3967.04,4882.51,3356.73,1830.94,4577.36,4272.2,0,915.47,0,2136.1,2136.1,0,2746.41,1525.79,1220.63,2136.1,3356.73,0,305.16,5797.99,305.16,610.31,0,1525.79,0,2441.26,1525.79,1220.63,3967.04,1830.94,1830.94
MEC.G1.09.1,Mechanical Engineering,G1,F,NNS,Report,93307.21,37232.44,32408.8,27283.69,17184.2,20198.97,23364.49,9948.75,10099.49,6632.5,9798.01,7235.45,7084.72,4069.94,5125.11,8290.62,2110.34,4974.37,4522.16,5728.07,3165.51,2110.34,2261.08,602.95,3768.47,0,753.69,0,3165.51,3466.99,14018.69,3165.51,5125.11,1808.86,904.43,602.95,150.74,3768.47,1205.91,1808.86,3617.73,602.95,3316.25,0,2411.82,301.48,1205.91,0,1205.91,904.43
MEC.G2.01.1,Mechanical Engineering,G2,M,NNS,ResearchPaper,118556.7,30927.84,25773.2,21191.29,20045.82,21191.29,29209.62,6872.85,7445.59,10309.28,4581.9,4581.9,2863.69,8018.33,3436.43,6872.85,1145.48,5727.38,572.74,8018.33,3436.43,4009.16,0,572.74,5154.64,1145.48,572.74,0,4581.9,2863.69,22336.77,0,6300.11,0,1145.48,572.74,0,1145.48,2863.69,1718.21,1718.21,0,572.74,0,2290.95,2290.95,2290.95,0,1145.48,0
MEC.G2.03.1,Mechanical Engineering,G2,M,NNS,ResearchPaper,46296.3,38299.66,21885.52,32828.28,24410.77,21464.65,11363.64,7996.63,18097.64,9259.26,10101.01,2525.25,5471.38,10942.76,7996.63,3787.88,3787.88,1683.5,10521.89,4629.63,4629.63,3367,2525.25,0,1262.63,0,841.75,0,7154.88,841.75,420.88,4208.75,6734.01,3367,1262.63,420.88,0,841.75,2525.25,3367,1683.5,1683.5,420.88,0,0,2104.38,0,0,2946.13,420.88
MEC.G2.04.1,Mechanical Engineering,G2,M,NS,ResearchPaper,111749.12,25618.37,18551.24,27826.86,11042.4,21201.41,29151.94,8833.92,11925.8,18109.54,7508.83,3975.27,19434.63,11484.1,3975.27,5300.35,2650.18,8833.92,1325.09,441.7,3975.27,3975.27,441.7,0,0,0,441.7,0,5300.35,1766.78,0,1325.09,3091.87,5300.35,3091.87,441.7,0,0,2208.48,3975.27,1766.78,1325.09,2208.48,0,3091.87,3975.27,883.39,0,1325.09,441.7
MEC.G3.01.1,Mechanical Engineering,G3,M,NNS,ResearchPaper,87329.78,23090.59,33451.75,19538.19,17465.96,20130.25,21018.35,3848.43,6808.76,2368.27,12433.39,5328.6,5032.56,7104.8,2664.3,5624.63,2072.23,10361.16,6512.73,4440.5,5920.66,592.07,592.07,1776.2,2664.3,296.03,296.03,296.03,7400.83,1776.2,592.07,2368.27,5328.6,592.07,888.1,1480.17,0,0,1776.2,888.1,2664.3,296.03,592.07,296.03,888.1,1184.13,2072.23,296.03,2072.23,296.03
MEC.G3.02.1,Mechanical Engineering,G3,M,NS,Report,86412.02,28177.83,18785.22,25673.14,33187.23,20663.74,20663.74,11271.13,6887.91,8766.44,10018.79,5009.39,6261.74,5635.57,3757.04,10018.79,5635.57,6887.91,8140.26,3130.87,8766.44,1252.35,0,1252.35,5009.39,0,1878.52,626.17,3130.87,1252.35,1252.35,2504.7,3757.04,1252.35,1252.35,3757.04,0,1878.52,1878.52,2504.7,626.17,1252.35,626.17,0,626.17,1252.35,626.17,626.17,1252.35,0
MEC.G3.03.1,Mechanical Engineering,G3,M,NNS,Report,65980.63,44794.19,31477,20581.11,18765.13,15133.17,6053.27,605.33,15738.5,9685.23,5447.94,5447.94,4842.62,4237.29,2421.31,15133.17,1815.98,4237.29,5447.94,4237.29,1815.98,5447.94,1815.98,3026.63,3631.96,0,2421.31,0,3631.96,1210.65,605.33,2421.31,3631.96,4237.29,0,605.33,0,2421.31,3026.63,1210.65,4237.29,605.33,0,0,0,605.33,0,0,0,0
NRE.G0.01.1,Natural Resources,G0,F,NS,ResearchPaper,47777.78,32222.22,37037.04,17407.41,28518.52,18518.52,7407.41,10740.74,8518.52,7777.78,8518.52,4814.81,5925.93,8518.52,3703.7,7777.78,5185.19,7407.41,10740.74,5185.19,2962.96,3333.33,2222.22,2962.96,1111.11,370.37,1111.11,0,2962.96,740.74,0,18888.89,740.74,4444.44,2962.96,370.37,0,2592.59,1111.11,1481.48,3333.33,3333.33,740.74,0,4074.07,370.37,1111.11,3703.7,1851.85,0
NRE.G0.02.1,Natural Resources,G0,M,NS,Essay,104504.5,9009.01,45045.05,34234.23,14414.41,18018.02,1801.8,7207.21,3603.6,3603.6,0,3603.6,0,9009.01,1801.8,3603.6,5405.41,5405.41,0,7207.21,5405.41,7207.21,12612.61,0,7207.21,0,14414.41,1801.8,5405.41,0,1801.8,0,0,0,1801.8,3603.6,3603.6,3603.6,1801.8,3603.6,0,0,0,0,0,0,3603.6,0,0,1801.8
NRE.G0.02.2,Natural Resources,G0,M,NS,Critique,75980.39,17156.86,46568.63,24509.8,14705.88,12254.9,2450.98,0,4901.96,9803.92,0,9803.92,0,9803.92,2450.98,7352.94,2450.98,2450.98,0,2450.98,2450.98,2450.98,12254.9,0,4901.96,0,14705.88,0,12254.9,2450.98,0,4901.96,7352.94,0,2450.98,4901.96,0,2450.98,0,7352.94,0,2450.98,0,0,2450.98,0,0,0,4901.96,2450.98
NRE.G0.02.3,Natural Resources,G0,M,NS,Critique,76583.21,13254.79,33873.34,14727.54,19145.8,19145.8,1472.75,8836.52,5891.02,0,0,4418.26,0,4418.26,5891.02,8836.52,8836.52,7363.77,0,5891.02,1472.75,4418.26,2945.51,2945.51,2945.51,0,4418.26,11782.03,5891.02,0,0,0,5891.02,2945.51,4418.26,0,0,1472.75,0,5891.02,1472.75,2945.51,0,0,0,1472.75,0,0,1472.75,1472.75
NRE.G0.03.1,Natural Resources,G0,M,NS,Essay,48553.72,25826.45,35123.97,34090.91,16528.93,18595.04,24793.39,11363.64,15495.87,9297.52,9297.52,4132.23,7231.4,3099.17,7231.4,0,3099.17,7231.4,0,2066.12,2066.12,6198.35,4132.23,0,5165.29,2066.12,3099.17,0,8264.46,4132.23,1033.06,0,5165.29,1033.06,1033.06,0,1033.06,3099.17,1033.06,3099.17,6198.35,4132.23,2066.12,0,2066.12,2066.12,0,3099.17,0,1033.06
NRE.G0.03.2,Natural Resources,G0,M,NS,ResearchPaper,66903.49,43812.91,25458.85,20722.32,34931.91,20130.25,11249.26,12433.39,4736.53,11249.26,8880.99,7696.86,4736.53,4736.53,2960.33,4736.53,4736.53,5920.66,7696.86,2960.33,2960.33,3552.4,2368.27,592.07,592.07,13025.46,1776.2,0,1776.2,5328.6,0,5328.6,5328.6,1184.13,1776.2,0,0,1184.13,592.07,3552.4,1184.13,2368.27,0,0,1776.2,592.07,1184.13,2960.33,592.07,1776.2
NRE.G0.04.1,Natural Resources,G0,F,NS,CreativeWriting,66061.71,26860.25,26497.28,26134.3,19237.75,25045.37,1088.93,15970.96,8348.46,7259.53,6170.6,4718.69,725.95,9437.39,10163.34,10526.32,6533.58,4718.69,20689.66,3992.74,2177.86,2177.86,725.95,5444.65,2177.86,34119.78,1451.91,0,1814.88,725.95,13430.13,9074.41,5081.67,362.98,1814.88,5444.65,0,6533.58,0,3992.74,2177.86,3629.76,362.98,0,0,2903.81,362.98,0,2177.86,4718.69
NRE.G0.05.1,Natural Resources,G0,F,NS,Report,55811.1,38025.15,34958.6,37411.84,14106.1,20545.84,16252.68,18705.92,5213.12,7973.01,7053.05,7973.01,9506.29,7973.01,7053.05,5519.78,7666.36,3679.85,1839.93,2759.89,4906.47,5826.43,8279.67,3373.2,3066.54,919.96,4906.47,613.31,3066.54,1226.62,0,2146.58,3066.54,2759.89,2146.58,3986.51,0,919.96,3679.85,2453.24,2759.89,1533.27,613.31,0,613.31,1533.27,613.31,613.31,2453.24,919.96
NRE.G0.06.1,Natural Resources,G0,M,NS,Report,79356.71,39019.25,35064.59,30055.37,34537.31,17927.76,11863.96,12391.25,4481.94,7382.02,5272.87,5272.87,10018.46,7645.66,7909.31,6063.8,7118.38,4481.94,2372.79,3954.65,3954.65,1845.5,9754.81,9227.52,2372.79,263.64,2900.08,0,3954.65,2372.79,263.64,1581.86,1581.86,2372.79,5009.23,2109.15,0,2109.15,3427.37,2636.44,527.29,1054.57,2636.44,0,2109.15,1054.57,263.64,1054.57,1054.57,1581.86
NRE.G0.07.1,Natural Resources,G0,F,NS,Report,63962.56,31591.26,27691.11,28471.14,29251.17,17550.7,20280.81,10920.44,7020.28,3510.14,6240.25,8580.34,7410.3,4680.19,8970.36,4290.17,5850.23,3120.12,1950.08,3510.14,2730.11,3900.16,0,7020.28,7800.31,0,780.03,780.03,2340.09,1170.05,0,2340.09,1950.08,1950.08,2340.09,3120.12,390.02,780.03,5070.2,3120.12,3120.12,1170.05,1950.08,0,780.03,2340.09,390.02,3510.14,1950.08,2340.09
NRE.G0.08.1,Natural Resources,G0,F,NNS,Report,77288.94,33888.23,43400.71,30321.05,10107.02,19619.5,7134.36,4161.71,13674.2,5945.3,10107.02,2972.65,1783.59,5350.77,3567.18,4756.24,3567.18,4756.24,0,3567.18,6539.83,2972.65,3567.18,1783.59,3567.18,1783.59,594.53,0,8917.95,13674.2,0,0,594.53,2378.12,3567.18,594.53,0,2972.65,2378.12,0,10107.02,2378.12,1189.06,0,594.53,0,2378.12,594.53,594.53,594.53
NRE.G0.09.1,Natural Resources,G0,F,NS,Report,122241.09,50933.79,33955.86,23769.1,11884.55,15280.14,10186.76,3395.59,1697.79,8488.96,8488.96,5093.38,5093.38,5093.38,0,15280.14,0,6791.17,0,1697.79,6791.17,1697.79,6791.17,1697.79,1697.79,0,0,0,5093.38,0,6791.17,11884.55,3395.59,3395.59,1697.79,0,0,0,1697.79,1697.79,6791.17,0,1697.79,0,0,0,3395.59,3395.59,0,0
NRE.G0.10.1,Natural Resources,G0,M,NS,Critique,74640.29,26978.42,25179.86,35971.22,22482.01,15287.77,28776.98,14388.49,9892.09,10791.37,9892.09,1798.56,9892.09,9892.09,13489.21,2697.84,6294.96,1798.56,1798.56,10791.37,2697.84,5395.68,1798.56,4496.4,4496.4,0,4496.4,0,7194.24,8992.81,0,3597.12,2697.84,3597.12,1798.56,2697.84,0,3597.12,7194.24,1798.56,1798.56,899.28,5395.68,0,0,1798.56,2697.84,2697.84,899.28,0
NRE.G0.11.1,Natural Resources,G0,M,NS,Essay,54936.31,42993.63,33439.49,23089.17,30254.78,13535.03,12738.85,10350.32,12738.85,3184.71,7165.61,4777.07,11146.5,3184.71,2388.54,7165.61,0,9554.14,796.18,796.18,2388.54,2388.54,796.18,1592.36,2388.54,0,0,796.18,4777.07,7961.78,15923.57,1592.36,4777.07,3980.89,4777.07,1592.36,0,796.18,1592.36,796.18,796.18,796.18,796.18,0,0,2388.54,1592.36,0,1592.36,0
NRE.G1.01.1,Natural Resources,G1,M,NS,Report,58083.25,34849.95,24846.72,37108.74,20974.51,25169.41,10325.91,10325.91,12907.39,6453.69,11939.34,5808.33,1936.11,6131.01,6131.01,6453.69,1290.74,3549.53,645.37,5162.96,1936.11,4194.9,1290.74,1613.42,3226.85,0,0,1936.11,2581.48,10325.91,0,968.05,322.68,5162.96,968.05,1290.74,1936.11,8712.49,5808.33,645.37,2258.79,968.05,1613.42,0,0,1290.74,1290.74,1936.11,968.05,0
NRE.G1.02.1,Natural Resources,G1,F,NS,Essay,71631.61,45480.39,32404.78,24445.71,25582.72,26151.22,3979.53,8527.57,12507.11,9096.08,3979.53,11370.1,2842.52,5685.05,5116.54,10801.59,1137.01,2842.52,3979.53,7959.07,5116.54,1137.01,6822.06,5685.05,2842.52,0,7390.56,0,568.5,568.5,568.5,568.5,0,2274.02,1705.51,4548.04,0,1137.01,1705.51,1137.01,1137.01,3411.03,568.5,0,0,3411.03,0,1705.51,568.5,0
NRE.G1.03.1,Natural Resources,G1,F,NS,Report,34210.53,28070.18,44736.84,19298.25,27192.98,31578.95,17543.86,15789.47,6140.35,5263.16,7017.54,1754.39,14912.28,7017.54,7894.74,8771.93,5263.16,4385.96,1754.39,7894.74,7017.54,1754.39,0,5263.16,877.19,0,0,0,1754.39,3508.77,877.19,3508.77,0,5263.16,2631.58,1754.39,0,4385.96,2631.58,877.19,0,2631.58,2631.58,0,877.19,1754.39,1754.39,877.19,2631.58,0
NRE.G1.04.1,Natural Resources,G1,M,NS,Report,71774.68,35735.92,45427.01,29376.14,22107.81,18776.5,6965.48,8479.71,7268.32,7874.02,6056.94,6056.94,2725.62,6056.94,1817.08,4542.7,2422.77,6056.94,3937.01,6662.63,2725.62,2725.62,4845.55,3331.31,3634.16,0,2119.93,605.69,1514.23,1514.23,0,7268.32,1514.23,2119.93,7268.32,2725.62,605.69,2422.77,4542.7,3331.31,3937.01,1817.08,908.54,0,1817.08,605.69,908.54,302.85,1514.23,605.69
NRE.G1.05.1,Natural Resources,G1,M,NNS,Report,57247.6,48223.35,35815,36379.02,26508.74,11562.32,10998.31,8742.24,9024.25,4230.12,7332.21,3948.11,8460.24,7050.2,4794.13,4512.13,3384.09,7614.21,3948.11,4230.12,4512.13,3948.11,3666.1,3948.11,1692.05,3948.11,1974.06,0,2538.07,2256.06,0,2256.06,2256.06,2256.06,846.02,846.02,0,564.02,3948.11,282.01,1974.06,2538.07,0,0,564.02,846.02,1128.03,1692.05,1692.05,3384.09
NRE.G1.06.1,Natural Resources,G1,F,NS,Report,89223.64,38528.39,26361.53,25202.78,27520.28,20278.1,14484.36,8111.24,8400.93,7821.55,4924.68,6662.8,5214.37,6083.43,5214.37,6083.43,5214.37,6373.12,3186.56,4055.62,4634.99,4924.68,5504.06,2896.87,3476.25,1448.44,5214.37,0,1448.44,2896.87,0,3476.25,2027.81,2896.87,869.06,2317.5,0,2896.87,4345.31,2896.87,579.37,2607.18,2317.5,0,2607.18,289.69,1448.44,2027.81,869.06,289.69
NRE.G1.07.1,Natural Resources,G1,F,NS,Report,59497.82,33296.94,44759.83,19104.8,28930.13,16375.55,15829.69,9825.33,9825.33,4366.81,4912.66,8733.62,18013.1,6550.22,6004.37,8187.77,3820.96,7641.92,1637.55,4366.81,2729.26,3275.11,3275.11,2729.26,5458.52,0,3820.96,0,5458.52,1637.55,1091.7,545.85,1091.7,4366.81,1637.55,3275.11,0,545.85,3820.96,3275.11,4912.66,1637.55,545.85,0,1091.7,1091.7,0,1637.55,0,1091.7
NRE.G1.08.1,Natural Resources,G1,F,NS,Report,83591.33,15479.88,43343.65,30959.75,32507.74,10835.91,6191.95,4643.96,9287.93,4643.96,3095.98,3095.98,7739.94,10835.91,3095.98,9287.93,0,6191.95,3095.98,6191.95,3095.98,3095.98,6191.95,0,3095.98,0,7739.94,0,1547.99,12383.9,0,1547.99,1547.99,0,3095.98,3095.98,0,3095.98,7739.94,1547.99,1547.99,0,4643.96,0,0,0,0,1547.99,0,3095.98
NRE.G1.09.1,Natural Resources,G1,F,NS,Report,72338.68,30826.14,30415.13,34114.26,20550.76,18495.68,11508.43,11508.43,9864.36,4521.17,5343.2,5343.2,9042.33,6165.23,9042.33,6576.24,4110.15,6576.24,4932.18,5754.21,3288.12,3699.14,3288.12,822.03,2466.09,1233.05,4110.15,822.03,1644.06,822.03,2466.09,1644.06,1233.05,2466.09,3699.14,2877.11,2055.08,1644.06,4110.15,2466.09,2055.08,1644.06,5754.21,0,1233.05,822.03,1644.06,1233.05,1644.06,1233.05
NRE.G1.10.1,Natural Resources,G1,M,NS,Proposal,64642.51,30362.39,35259.55,31341.82,18609.21,15670.91,4897.16,0,17629.77,12732.62,46033.3,4897.16,4897.16,979.43,1958.86,7835.46,979.43,2938.3,0,9794.32,979.43,979.43,1958.86,979.43,979.43,0,979.43,0,4897.16,47992.16,0,0,979.43,5876.59,1958.86,979.43,0,979.43,1958.86,0,3917.73,0,0,0,979.43,0,1958.86,3917.73,0,0
NRE.G1.10.2,Natural Resources,G1,M,NS,Report,75672.65,38677.13,43721.97,13452.91,22982.06,25784.75,14573.99,3923.77,6726.46,11210.76,5605.38,6165.92,7847.53,4484.3,1681.61,3363.23,7847.53,6165.92,10089.69,3363.23,2802.69,3363.23,0,2242.15,560.54,0,560.54,0,5044.84,0,1121.08,6726.46,5605.38,4484.3,1121.08,3363.23,0,0,2242.15,560.54,6726.46,2242.15,560.54,0,2242.15,0,0,2242.15,1121.08,0
NRE.G1.11.1,Natural Resources,G1,F,NS,Report,82964.6,37057.52,44800.88,19911.5,32079.65,23230.09,19358.41,9955.75,4424.78,5530.97,7743.36,4424.78,4424.78,3318.58,7190.27,7743.36,1659.29,6084.07,1106.19,3871.68,7190.27,4424.78,1659.29,2212.39,1106.19,0,1659.29,0,3871.68,3318.58,12721.24,1106.19,553.1,6637.17,2212.39,0,0,1659.29,4977.88,1659.29,2765.49,553.1,1106.19,0,3318.58,1106.19,1659.29,1106.19,0,0
NRE.G1.12.1,Natural Resources,G1,M,NS,Report,66299.47,39371.69,22439.82,27335.78,23867.81,20807.83,14687.88,7139.94,12647.9,8975.93,6527.95,9587.92,6731.95,6323.95,4487.96,5507.96,3059.98,5915.95,0,7139.94,3875.97,5915.95,4079.97,5303.96,3671.97,0,1631.99,0,4691.96,11423.91,5303.96,815.99,1835.99,5711.95,2855.98,1223.99,204,5507.96,4283.97,815.99,5711.95,1631.99,1427.99,0,815.99,408,1427.99,408,2039.98,612
NRE.G1.14.1,Natural Resources,G1,F,NS,Report,61639.34,28852.46,38032.79,16393.44,20327.87,9180.33,14426.23,11803.28,9836.07,6557.38,5245.9,6557.38,6557.38,2622.95,5901.64,11803.28,5245.9,8524.59,1967.21,7213.11,3278.69,5245.9,6557.38,1967.21,3934.43,0,4590.16,2622.95,655.74,6557.38,0,655.74,655.74,5245.9,655.74,1311.48,1311.48,6557.38,4590.16,655.74,3934.43,0,655.74,655.74,0,655.74,3278.69,1311.48,1311.48,655.74
NRE.G1.14.2,Natural Resources,G1,F,NS,Critique,58457.71,26119.4,50995.02,39801,9950.25,3731.34,4975.12,3731.34,2487.56,4975.12,6218.91,0,8706.47,8706.47,0,8706.47,9950.25,2487.56,0,7462.69,2487.56,6218.91,2487.56,2487.56,1243.78,3731.34,6218.91,0,1243.78,27363.18,0,0,0,1243.78,3731.34,1243.78,0,0,0,1243.78,6218.91,0,0,0,1243.78,1243.78,3731.34,3731.34,0,1243.78
NRE.G1.15.1,Natural Resources,G1,F,NS,Report,49614.11,29400.96,34913.63,26093.35,16170.53,25725.84,19478.13,7717.75,12127.89,3675.12,9187.8,5145.17,13597.94,2940.1,6247.7,5145.17,4777.66,5145.17,0,3675.12,4042.63,4410.14,3307.61,10290.33,4042.63,0,6247.7,0,5512.68,4777.66,0,1470.05,735.02,3307.61,1837.56,0,0,0,2205.07,735.02,3675.12,367.51,735.02,0,735.02,2205.07,4042.63,2940.1,1102.54,0
NRE.G1.15.2,Natural Resources,G1,F,NS,Report,51792.83,29216.47,27888.45,18592.3,23904.38,14608.23,25232.4,23904.38,9296.15,11952.19,21248.34,9296.15,7968.13,1328.02,13280.21,0,3984.06,2656.04,3984.06,6640.11,14608.23,1328.02,1328.02,3984.06,1328.02,1328.02,1328.02,0,10624.17,3984.06,0,0,1328.02,6640.11,3984.06,3984.06,0,0,0,1328.02,0,3984.06,1328.02,0,0,5312.08,0,5312.08,2656.04,0
NRE.G1.16.1,Natural Resources,G1,F,NS,Report,112606.03,26908.45,26908.45,28663.35,21936.24,16671.54,5557.18,19011.41,12284.29,1754.9,4972.21,4387.25,2047.38,6142.15,10529.39,7019.6,6142.15,4387.25,12284.29,5264.7,4972.21,2632.35,2632.35,2632.35,1462.42,292.48,877.45,877.45,877.45,1462.42,292.48,3509.8,2339.87,2339.87,2339.87,1754.9,584.97,4387.25,2632.35,1754.9,1462.42,1754.9,584.97,584.97,292.48,1754.9,584.97,1169.93,1169.93,3217.32
NRE.G1.17.1,Natural Resources,G1,F,NS,Report,73767.01,27636.05,32312.93,35289.12,23809.52,26998.3,11479.59,7865.65,12542.52,6802.72,5102.04,6802.72,4464.29,4889.46,8290.82,4676.87,3826.53,4251.7,9778.91,8715.99,2763.61,4889.46,2976.19,5314.63,212.59,13605.44,1700.68,3401.36,2763.61,1275.51,3826.53,2976.19,2338.44,3401.36,2976.19,5102.04,1913.27,1913.27,2551.02,1488.1,3401.36,850.34,2125.85,1700.68,425.17,2125.85,1488.1,0,1700.68,1488.1
NRE.G1.18.1,Natural Resources,G1,M,NS,ResearchPaper,77350.86,39433.77,22244.69,24772.5,16683.52,25783.62,20728.01,14155.71,10111.22,6572.3,9100.1,1516.68,8594.54,7077.86,9100.1,7077.86,6066.73,2022.24,1011.12,2527.81,2527.81,4550.05,0,4550.05,5055.61,0,1011.12,0,2527.81,5055.61,0,0,4550.05,4044.49,4044.49,2022.24,0,6066.73,2527.81,7583.42,2022.24,2022.24,3538.93,0,0,0,2022.24,4044.49,1011.12,3033.37
